1573632,9634048,5308416,0,0,0,0,0
1573376,7340288,15925248,5701632,8781824,10944512,2228224,1769497
1575168,8127232,1048576,16252928,8650752,6029312,11272192,7143442
1572864,6553600,5046272,5767168,7471104,12058624,7274496,11927587
1572864,4194304,8454144,10289152,9306112,3997696,2883584,2293772
1573376,15925248,458752,1966080,5570560,15532032,3538944,5505024
1576704,1573120,16515072,7864320,7208960,1245184,6684672,12845068
1572864,13565952,3342336,7274496,12910592,7995392,11796480,8912903
1573376,852480,15138816,11730944,15335424,2818048,8454144,12255243
1573120,15794176,10616832,11534336,1507328,14352384,14548992,2031643
1572864,3604480,458752,3735552,10485760,393216,12648448,7340046
1572864,4194304,15532032,1441792,16646144,5177344,1966080,8912914
1572864,3080192,7208960,7077888,15269888,2686976,13828096,16252937
1572864,1048576,5505024,4784128,0,0,0,0
1572864,6160384,10878976,4849664,2818048,13500416,7864320,7405572
1575680,12779776,2293760,12320768,6750208,1703936,3604480,11599876
1572864,786432,2097152,1900544,15073280,5439488,11206656,9306117
1572864,13828096,7340032,12779520,9175040,12255232,3735552,6619151
1573120,15925248,655360,3145728,12058624,1572864,13959168,2883592
1574144,461056,2294272,5177600,11796992,4784128,13369344,15466535
1573120,10420224,5308416,786432,16580608,9240576,15204352,3342345
1574144,15204352,11534336,7864320,2686976,16252928,7405568,327706
1575424,7798784,14024704,1966080,4521984,11141120,14090240,15859735
1576192,9895936,7143424,65536,11403264,16580608,7602176,13565960
1573120,15990784,11206656,7536640,11272192,5111808,6619136,12779614
1573376,196608,14745600,1310720,10223616,13697024,2359296,9764871
1573376,1310720,6356992,3932160,13238272,9961472,917504,4915207
1573120,327680,9175040,7995392,13107200,3538944,0,0
1572864,1441792,4390912,2752512,7733248,15335424,5832704,3276804
1572864,5439488,11010048,5505024,3080192,8650752,6160384,15466498
1572864,11665408,655360,8192000,15597568,16711680,16711680,655366
1572864,14680064,12058624,6946816,2752512,2293760,4259840,3604485
1573120,15138816,10420224,12189696,0,4325376,15269888,13107214
1572864,11206656,8257536,4915200,9830400,6881280,7602176,8781837
1572864,6291456,1245184,15925248,11468800,11730944,2162688,327685
1572864,3866624,4390912,13107200,15532032,8978432,9371648,2490371
1572864,15269888,5767168,0,0,0,0,0
1572864,9109504,12713984,4325376,7798784,10682368,11403264,10354693
1572864,8388864,14548992,3866624,1114112,393216,11534336,16121931
1573120,10289152,13369344,15073280,6815744,4063232,851968,8585220
1572864,10813440,16187392,4194304,13697024,9568256,3342336,12124164
1573376,10223872,10878976,589824,10747904,16580608,5636096,12517381
1574144,5832704,7798784,6422528,1835008,11796480,13303808,8978438
1578496,8519680,3932160,11993088,5963776,7012352,14745600,4128819
1572864,7143424,16515072,1835008,6356992,12517376,15597568,6357004
1572864,5832704,6225920,2359296,11337728,7602176,15400960,7012366
1572864,1835008,13303808,14024704,8323072,7077888,6225920,5701645
1572864,5570560,65536,14876672,1376256,6094848,16056320,2162691
1573120,15204352,10682368,9830400,196608,16449536,11796480,6684690
1573120,1572864,12189696,9502720,11075584,0,0,0
1574400,393216,5308416,14352384,1835008,786432,15794176,5046296
1574144,11337728,11665408,4128768,1310720,9633792,3211264,14876712
1572864,11141120,3211264,14417920,262144,393216,8650752,327689
1572864,589824,8257536,2359296,16121856,10878976,7143424,9109511
1572864,13041664,6422528,2228224,2359296,4980736,65536,13828100
1572864,8585216,2424832,16187392,11075584,14221312,9502720,1900549
1572864,1572864,11206656,15859712,14024704,16580608,458752,3932171
1572864,983040,2883584,1638400,10878976,4063232,10027008,786442
1572864,12386304,0,0,0,0,0,0
1572864,15335424,10813440,3538944,14024704,4784128,13828096,3407876
1573376,6225920,3801088,8912896,10747904,6946816,13697024,11141145
1572864,11403264,8323072,2162688,15269888,16711680,4521984,786444
1572864,13107200,2621440,6225920,9764864,6946816,15597568,11468813
1572864,8323072,2686976,15925248,1310720,12648448,4915200,1572885
1573888,3997696,7340032,14352384,2162688,8126464,7667712,2752522
1573120,14090240,786432,9437184,6488064,9306112,10158080,1114114
1572864,8716288,12910592,1703936,4128768,10223616,1245184,8257542
1572864,3932160,9306112,458752,14876672,12124160,7536640,8781833
1574656,3735808,14483456,12517376,14680064,15532032,7208960,7995403
1573888,6553856,13565952,13303808,5832704,13500416,9568256,3997720
1572864,393216,12255232,10485760,15007744,11403264,6225920,14417925
1572864,16187392,5636096,2359296,14811136,10223616,0,0
1572864,15990784,458752,12320768,11534336,14548992,15335424,1900555
1572864,720896,4259840,655360,12058624,14155776,5963776,8716302
1574912,11863040,7536640,5111808,11730944,15466496,15728640,15335438
1573376,15270144,4653056,7602176,11730944,589824,3801088,13631531
1573888,15532032,7471104,3276800,13238272,4456448,13697024,2621492
1574400,3932672,15335424,15204352,11075584,9437184,9240576,12189762
1580800,2490624,15466496,7995392,65536,3014656,3014656,11993161
1573120,2228480,5308416,7143424,851968,1048576,16056320,10092561
1572864,11010048,11468800,4063232,0,0,0,0
1573888,10617088,11403264,9175040,3735552,4390912,16252928,3473426
1575168,3408128,8126464,16711680,1245184,14811136,10092544,10813460
1574912,4981248,16384000,15138816,6422528,327680,5111808,3473417
1578240,13501184,11337728,4325376,14221312,13762560,2293760,65554
1575680,15138816,4980736,13828096,11599872,15597568,12320768,9502784
1573632,11665664,4259840,5505024,9437184,14942208,10551296,4325442
1575168,4784128,6160384,2490368,9437184,12517376,8126464,4522002
1577216,2359296,8126464,15007744,16711680,1507328,6225920,2883641
1573376,5701632,0,0,0,0,0,0
1572864,14548992,8192000,2293760,14680064,11468800,15007744,13500430
1573632,14483712,14942208,15859712,3801088,11599872,4194304,1769481
1572864,3473408,3211264,3080192,15007744,14352384,15728640,16187430
1573376,9895936,7012352,11075584,2228224,10551296,3276800,10944515
1573376,1048832,9240576,4259840,5505024,8716288,12976128,7209011
1575168,14353152,14155776,15925248,15466496,5111808,10551296,3997755
1573888,12386816,8519680,15597568,3670016,16449536,13565952,4849700
1575168,15467008,10158080,4390912,9895936,8716288,8126464,786503
1574144,0,0,0,0,0,0,0
1574144,1966080,2686976,11272192,14090240,13631488,8519680,9568266
